name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
160m2 by the water w/balcony & wooden stove,,Indre By,55.67685,12.58813,Entire home/apt,5686.0,2,60,0.59,1,203,5,
Beautiful 4 br appartement in central Copenhagen,,Indre By,55.67738,12.57508,Entire home/apt,1100.0,5,4,0.04,1,0,0,
Raw and charming with a great view.,,Nrrebro,55.69367,12.5501,Entire home/apt,986.0,5,11,0.13,1,352,2,
Lovely bright scandinavian 5 bed apartment,,Vesterbro-Kongens Enghave,55.67005,12.54928,Entire home/apt,2100.0,6,21,0.18,1,59,2,
67m2 charming apt with roof terrace,,sterbro,55.69968,12.58717,Entire home/apt,850.0,3,5,0.05,1,346,1,
Cosy apartment in trendy Vesterbro,,Vesterbro-Kongens Enghave,55.67031,12.54103,Entire home/apt,767.0,4,42,0.43,1,262,6,
Water-front apartment + balcony,,Vesterbro-Kongens Enghave,55.64638,12.54805,Private room,1900.0,3,21,0.18,1,344,2,
Copenhagen V,,Vesterbro-Kongens Enghave,55.66746,12.55341,Entire home/apt,892.0,14,63,0.57,1,362,0,
"Apt in the heart of Nørrebro, Copenhagen",,Nrrebro,55.68536,12.55688,Entire home/apt,955.0,2,6,0.07,2,179,0,
Lovely home in cool Copenhagen,,Vesterbro-Kongens Enghave,55.67004,12.55434,Entire home/apt,900.0,2,26,0.33,1,284,3,
Cosy apartment in vibrant Nørrebro,,Nrrebro,55.68731,12.54213,Entire home/apt,700.0,7,53,0.46,1,86,0,
Cool apartment near Christiania,,Amager st,55.66832,12.61391,Entire home/apt,971.0,5,65,0.58,1,355,1,
Wonderful apt. right in the city!,,Indre By,55.68009,12.57909,Entire home/apt,1550.0,2,424,3.68,1,231,41,
"Coolest neighbourhood in the world ""Time Out"" says",,Nrrebro,55.68817,12.56324,Entire home/apt,1329.0,3,147,1.28,1,71,17,
"Lovely house near airport, Bella C. City Centre.",,Amager Vest,55.63389,12.58718,Entire home/apt,1000.0,1,69,0.6,3,0,2,
Townhouse close to airport. Easy acces to city,,Amager st,55.6513,12.62587,Entire home/apt,850.0,1,46,0.46,2,0,1,
The Vesterbro area of Copenhagen,,Vesterbro-Kongens Enghave,55.66538,12.54683,Entire home/apt,1050.0,4,46,0.41,1,0,8,
Amazing apartment next to the Metro,,Frederiksberg,55.68212,12.55363,Entire home/apt,1770.0,14,38,0.33,1,322,0,
City View - 90 sqm - Beach/Metro,,Amager st,55.66819,12.61596,Private room,1400.0,5,36,0.31,1,358,0,
"Uniqe, cosy, modern,Christianshavn",,Amager Vest,55.66627,12.58742,Entire home/apt,1500.0,3,101,0.86,1,273,0,
Lovely place in Meat Packing District with balcony,,Vesterbro-Kongens Enghave,55.66783,12.5559,Entire home/apt,850.0,4,94,0.81,1,0,0,
Hip 4-room penthouse w/ balcony,,Vesterbro-Kongens Enghave,55.67113,12.54277,Entire home/apt,850.0,3,43,0.42,1,0,0,
Vesterbro apartment with everything,,Vesterbro-Kongens Enghave,55.67097,12.54301,Entire home/apt,1909.0,5,12,0.31,1,243,9,
"Central Penthouse, Lake Views, Hot Tub, 3Bed 2Bath",,Indre By,55.68125,12.56157,Entire home/apt,4000.0,5,115,1.04,2,136,1,
Charming in the heart of Copenhagen,,Indre By,55.68441,12.56456,Entire home/apt,1041.0,6,9,0.08,1,0,0,
Charme and comfort in Copenhagen - Private balcony,,Indre By,55.67122,12.59291,Entire home/apt,722.0,30,21,0.19,2,0,0,
Charming apartment in a quiet area,,Frederiksberg,55.67979,12.5497,Entire home/apt,1200.0,3,39,0.38,2,297,3,
"Charming room, central & very quiet",,Frederiksberg,55.67975,12.55145,Private room,740.0,1,42,0.36,2,188,0,
Charming flat with private rooftop terrace,,Vesterbro-Kongens Enghave,55.66759,12.55138,Entire home/apt,1370.0,10,12,0.22,1,4,2,
Child-friendly villa apt. w. garden,,Frederiksberg,55.67674,12.5086,Entire home/apt,1700.0,4,39,0.35,1,278,7,
★ Couple's getaway ★ Balcony. Walk everywhere,,Indre By,55.67503,12.59875,Entire home/apt,1049.0,2,280,2.43,2,7,5,
BIG AND BRIGHT BALCONY APARTMENT,,Valby,55.66087,12.51907,Entire home/apt,900.0,3,14,0.14,1,0,4,
Colorful family home with garden (ground level),,Amager st,55.65858,12.616302,Entire home/apt,1100.0,2,8,0.08,2,0,5,
Islands Brygge - absolute best of Copenhagen,,Amager Vest,55.66382,12.5765,Entire home/apt,1075.0,4,16,0.14,1,301,5,
Nice apartement close too city,,Nrrebro,55.69717,12.54779,Entire home/apt,750.0,2,47,0.46,1,0,0,
Sunny apartment on beautiful square,,Nrrebro,55.69775,12.55435,Entire home/apt,1004.0,2,109,0.95,1,172,11,
Nice 5-room apartment on Vesterbro,,Vesterbro-Kongens Enghave,55.67131,12.54935,Entire home/apt,1710.0,3,49,0.42,1,224,11,
Cosy apt w balcony at Nørrebro,,Nrrebro,55.68502,12.56045,Entire home/apt,648.0,4,65,0.56,1,82,0,
A room in an architects home,,Nrrebro,55.69253,12.54685,Private room,450.0,2,7,0.08,2,0,0,
Room in modern apartment,,Amager Vest,55.63536,12.57723,Private room,455.0,1,120,1.22,3,263,10,
Charming place in the old center,,Indre By,55.68226,12.57235,Entire home/apt,900.0,3,115,1.0,1,96,7,
"Lovely, bright apartment in the old heart of CPH",,Indre By,55.67715,12.58899,Entire home/apt,1285.0,4,35,0.31,1,22,8,
Bright & cozy apartment,,Valby,55.66592,12.5092,Entire home/apt,850.0,4,4,0.05,1,0,2,
Charming central townhouse,,Indre By,55.69035,12.5746,Entire home/apt,2200.0,3,50,0.44,2,210,6,
Unique apartment with lake view,,Indre By,55.69664,12.57914,Entire home/apt,2000.0,2,74,0.66,1,177,13,
Near subway & train in a quiet area,,Vanlse,55.68756,12.48761,Private room,417.0,2,114,0.99,1,299,11,
"Perfect quiet location, near City Center and metro",,Amager Vest,55.66016,12.58577,Entire home/apt,1250.0,3,22,0.38,1,0,2,
Nice appartment and Location!!,,Indre By,55.69132,12.57137,Entire home/apt,1200.0,5,45,0.39,1,347,2,
Appartment on the trendy Cph V,,Vesterbro-Kongens Enghave,55.66882,12.54821,Entire home/apt,1000.0,30,0,,1,0,0,
Modern 2room near beach and city,,Amager st,55.67756,12.62798,Entire home/apt,315.0,60,14,0.12,2,99,2,
Library room in the Copenhagen Vesterbro area,,Vesterbro-Kongens Enghave,55.67315,12.55527,Private room,418.0,1,494,5.7,1,0,47,
Charming appartment in Copenhagen,,Bispebjerg,55.70134,12.5236,Entire home/apt,1300.0,5,20,0.19,1,266,1,
"Inviting, authentic & central flat.",,Nrrebro,55.69799,12.5385,Entire home/apt,850.0,3,25,0.22,1,0,0,
Cozy apartment close to the parks,,Vesterbro-Kongens Enghave,55.67013,12.54243,Entire home/apt,1000.0,2,96,0.84,1,54,7,
Central bright loft apartment in latin quarter,,Indre By,55.67935,12.56813,Entire home/apt,1138.0,5,24,0.21,1,5,1,
Cosy quiet apartment in the City,,Frederiksberg,55.67818,12.55559,Entire home/apt,1500.0,3,7,0.06,2,358,0,
Villa near beach and city center,,sterbro,55.7292,12.56982,Entire home/apt,3500.0,7,18,0.16,1,339,2,
Spacious&sunny with harbor view -only for families,,Amager Vest,55.66586,12.57551,Entire home/apt,2500.0,5,12,0.1,1,176,3,
Classic villa in quiet scenic area,,Brnshj-Husum,55.71068,12.50761,Entire home/apt,1300.0,5,34,0.32,1,30,2,
Nice room in an apartment in Frederiksberg C,,Frederiksberg,55.67487,12.54104,Private room,469.0,3,30,0.39,1,251,12,
A Unique Oasis Vesterbro Copenhagen,,Vesterbro-Kongens Enghave,55.66044,12.54496,Private room,475.0,3,147,1.29,1,180,8,
Babyfriendly apartement in cozy Nørrebro,,Nrrebro,55.69541,12.54658,Entire home/apt,1000.0,4,32,0.28,1,73,0,
Vesterbro with roof terrace,,Vesterbro-Kongens Enghave,55.66841,12.55127,Entire home/apt,850.0,4,47,0.42,1,9,5,
Cosy house on quiet adress,,Brnshj-Husum,55.7039,12.48486,Entire home/apt,1000.0,3,6,0.15,2,0,1,
Lovely light 100 m2 villa apartment,,sterbro,55.72969,12.56869,Entire home/apt,1300.0,5,126,1.11,1,108,5,
Huge apartment with balcony close to City center,,Frederiksberg,55.6803,12.55049,Entire home/apt,1600.0,5,17,1.02,1,0,9,
Private loft room with own entrance,,Nrrebro,55.69052,12.56179,Private room,425.0,3,191,1.66,1,25,21,
Super Host/Own room/be your self/Free coffe & Tea,,Nrrebro,55.69209,12.55893,Private room,499.0,4,113,0.99,1,324,0,
Bright apartment in Frederiksberg!,,Frederiksberg,55.68556,12.50432,Entire home/apt,1050.0,3,11,0.11,1,266,0,
Charming backyard house.,,Frederiksberg,55.67466,12.54907,Entire home/apt,2050.0,2,34,0.4,1,362,14,
Spacious Penthouse flat in Nørrebro,,Nrrebro,55.69313,12.54502,Entire home/apt,1500.0,3,84,0.73,1,167,9,
Charming and centrally located,,Amager st,55.6635,12.60212,Entire home/apt,1180.0,3,39,0.34,1,79,6,
Student Studio Apartment,,Nrrebro,55.7006,12.55274,Entire home/apt,500.0,6,7,0.06,1,17,1,
Cozy villa near city center,,Brnshj-Husum,55.70737,12.47825,Entire home/apt,1486.0,7,13,0.12,1,0,0,
"Københavns bedste kvarter, med have",,sterbro,55.70743,12.57258,Entire home/apt,900.0,2,124,1.08,1,142,4,
Large family friendly flat in CPH,,Indre By,55.6791,12.58953,Entire home/apt,2500.0,3,22,0.2,1,0,2,
Cosy Townhouse in Copenhagen Ø,,sterbro,55.71658,12.57451,Entire home/apt,1475.0,4,34,0.53,1,44,0,
"Copenhagen, close to everything :-)",,Nrrebro,55.70321,12.54016,Entire home/apt,1250.0,2,131,1.15,1,247,9,
Cozy central apartment near metro,,Indre By,55.672,12.59313,Entire home/apt,1643.0,2,66,0.58,1,0,7,
Amazing apartment on Frederiksberg,,Frederiksberg,55.6813,12.54708,Entire home/apt,3718.0,2,7,0.06,2,365,0,
Ultimate beach apartment in CPH,,Amager st,55.66275,12.63011,Entire home/apt,1100.0,3,0,,1,44,0,
"100 m2 ""penthouse"" like apartment",,Frederiksberg,55.68448,12.55379,Entire home/apt,1115.0,3,57,0.5,1,1,5,
Spacious apartment by the harbor,,Amager Vest,55.66627,12.57703,Entire home/apt,1450.0,5,35,0.31,1,176,2,
Cosy 3 room apt. in trendy Nørrebro,,Nrrebro,55.69422,12.54812,Entire home/apt,868.0,6,18,0.18,1,116,1,
Great location - stylish apartment,,Indre By,55.68889,12.57177,Entire home/apt,2231.0,7,20,0.18,1,259,0,
Cosy apt in the heart of Copenhagen,,Indre By,55.68551,12.56657,Entire home/apt,1291.0,2,120,1.34,1,259,19,
"Great apartment, Amager, Copenhagen",,Amager Vest,55.63531,12.58311,Entire home/apt,875.0,10,2,0.03,1,0,0,
Lovely house in Copenhagen,,Valby,55.64499,12.5014,Entire home/apt,1000.0,3,7,0.08,1,0,0,
Lovely flat with one of Copenhagens best views,,Frederiksberg,55.68363,12.55474,Entire home/apt,850.0,3,17,0.16,1,82,1,
"Centrally located Townhouse,Copenha",,sterbro,55.71704,12.57857,Entire home/apt,3000.0,3,9,0.17,1,178,3,
In the heart of trendy Vesterbro,,Vesterbro-Kongens Enghave,55.66928,12.54677,Entire home/apt,975.0,2,31,0.31,1,93,14,
Lovely townhouse for two families.,,Indre By,55.69165,12.57339,Entire home/apt,2000.0,7,12,0.11,1,86,1,
"Next to Metro, leisure park  (Shared kitchen/Bath)",,Indre By,55.68422,12.59268,Entire home/apt,2313.0,2,4,0.05,2,365,1,
FEEL AT HOME - Close to city & sea,,Amager st,55.66142,12.62147,Entire home/apt,1395.0,8,21,0.19,1,98,0,
"Apartment 3 room, balcony, central",,Frederiksberg,55.68448,12.53925,Entire home/apt,1190.0,1,25,0.22,1,364,0,
Enjoy vibrant Copenhagen from a Sunny Penthouse,,sterbro,55.70913,12.57266,Entire home/apt,1331.0,5,112,1.0,1,248,5,
Entire home/apt in Copenhagen,,Frederiksberg,55.67735,12.53652,Entire home/apt,823.0,5,70,0.63,1,0,13,
Homely! Family-friendly! Central! With Balcony;),,Vesterbro-Kongens Enghave,55.66944,12.54595,Entire home/apt,1859.0,5,19,0.22,1,56,1,
Family-friendly spacious 5 beds with balcony,,Indre By,55.68643,12.5861,Entire home/apt,2800.0,2,36,0.4,1,14,9,
Very close to citycenter and beach,,Amager st,55.65923,12.61653,Entire home/apt,1859.0,3,29,0.28,1,351,4,
"Cozy, roomy and a perfect location",,Nrrebro,55.68941,12.55939,Entire home/apt,1000.0,3,25,0.29,1,0,5,
Central location on Vesterbro,,Vesterbro-Kongens Enghave,55.66541,12.55079,Entire home/apt,900.0,6,26,0.37,1,22,0,
Charming Oasis in the Heart of CPH,,Indre By,55.68012,12.57445,Entire home/apt,1200.0,2,44,0.39,1,315,5,
5room apt in the heart of Vesterbro,,Vesterbro-Kongens Enghave,55.6687,12.5501,Entire home/apt,1200.0,4,69,0.61,1,0,3,
"Spacious, bright, and child friendly near centre",,Nrrebro,55.68506,12.55511,Entire home/apt,950.0,21,84,0.82,1,89,7,
An architects home in the city,,Nrrebro,55.69322,12.54549,Entire home/apt,1750.0,3,6,0.06,2,282,2,
"Room, Beach 5 min, CPH C 10 min",,Amager st,55.65755,12.6283,Private room,135.0,45,28,0.25,1,22,3,
Lys 3 værelses lejlighed med ALTAN,,Indre By,55.68579,12.56774,Entire home/apt,1100.0,2,0,,1,0,0,
New Yorker apartment in Nørrebro,,Nrrebro,55.69774,12.54353,Entire home/apt,650.0,7,20,0.18,1,241,0,
Romantic villa in Copenhagen,,Vanlse,55.69199,12.49199,Entire home/apt,2975.0,5,0,,1,0,0,
Boutique apartment | Natural light | Enghave,,Vesterbro-Kongens Enghave,55.664989,12.543582,Entire home/apt,923.0,2,4,4.0,1,152,4,
Big beautiful apartment in Nørrebro,,Nrrebro,55.70135,12.54697,Entire home/apt,1150.0,2,41,0.37,1,214,4,
"Entire apt in Østerbro, Copenhagen",,sterbro,55.70661,12.56924,Entire home/apt,1479.0,6,58,0.66,1,207,3,
"Eclectic, colorful Copenhagen",,Nrrebro,55.6964,12.55341,Entire home/apt,989.0,3,9,0.09,1,69,1,
Charming large flat welcomes you,,Nrrebro,55.68594,12.55136,Entire home/apt,1300.0,3,52,0.47,1,52,4,
Beautiful flat with park view in central Nørrebro,,Nrrebro,55.6949,12.53912,Entire home/apt,809.0,6,73,0.65,1,0,5,
Light and modern by the waterside,,Vesterbro-Kongens Enghave,55.64661,12.54846,Entire home/apt,995.0,5,0,,1,0,0,
Classic 1st floor flat at the heart of Østerbro,,sterbro,55.708485,12.584374,Entire home/apt,1500.0,3,29,0.54,1,134,16,
cosy with shared sunny backyard,,Valby,55.66032,12.51787,Entire home/apt,700.0,3,134,1.18,1,207,12,
House for rent the whole of Feb.,,Vesterbro-Kongens Enghave,55.6462,12.53353,Entire home/apt,770.0,7,5,0.06,1,0,2,
Charming & bright 3-room apartment,,sterbro,55.70401,12.58596,Entire home/apt,650.0,5,11,0.1,1,142,0,
Exclusive apartment in Copenhagen,,Frederiksberg,55.67649,12.53673,Entire home/apt,2000.0,4,22,0.2,1,85,0,
86 m2 + balcony near Downtown,,Nrrebro,55.69314,12.54949,Entire home/apt,1800.0,3,29,0.27,1,70,3,
Private apartment in Copenhagen,,Nrrebro,55.70125,12.548,Entire home/apt,890.0,4,19,0.3,1,0,0,
Copenhagen penthouse with roof terrace by the sea,,sterbro,55.70781,12.59682,Entire home/apt,1495.0,3,0,,1,0,0,
"Trendy apartment & best area, CPH",,Nrrebro,55.68856,12.55862,Entire home/apt,500.0,91,27,0.24,1,46,0,
House in Copenhagen - by the beach.,,Amager st,55.65316,12.63759,Entire home/apt,1900.0,5,16,0.14,1,1,0,
Spacious flat in Nørrebro,,Nrrebro,55.69043,12.54409,Entire home/apt,1800.0,3,15,0.23,1,359,4,
københavn hyggelige frederiksberg,,Frederiksberg,55.68937,12.52999,Entire home/apt,750.0,3,2,0.17,1,23,2,
"Beautiful apartment, big balcony",,Nrrebro,55.7011604309082,12.550759315490724,Entire home/apt,1300.0,4,15,0.14,1,73,2,
Great apartment in city center,,Indre By,55.6886,12.57533,Entire home/apt,800.0,2,7,0.07,1,323,3,
"Central apartment - Vesterbro, CPH",,Vesterbro-Kongens Enghave,55.66771,12.54781,Private room,500.0,3,41,0.47,1,199,11,
Sunny apartment with balcony,,Valby,55.65796,12.51698,Entire home/apt,600.0,5,28,0.25,1,4,2,
Spacious Flat with Balcony,,Nrrebro,55.69339,12.56366,Entire home/apt,1200.0,3,48,0.43,1,0,0,
Beautiful Frederiksberg villa,,Frederiksberg,55.67654,12.51388,Entire home/apt,1200.0,3,31,0.28,1,248,0,
Sleep in a tower!,,Nrrebro,55.70074,12.54534,Entire home/apt,1100.0,3,13,0.12,1,0,0,
Lækker lejlighed på Indre Nørrebro,,Nrrebro,55.689,12.56133,Entire home/apt,503.0,4,20,0.18,1,1,4,
Best location in Copenhagen,,Frederiksberg,55.67715,12.55093,Entire home/apt,1400.0,3,73,0.65,1,119,3,
Apartment with charm.,,Nrrebro,55.69336,12.55946,Entire home/apt,750.0,3,59,0.53,1,345,3,
Cozy apartment with 2 balconies,,Nrrebro,55.68933,12.55601,Entire home/apt,850.0,6,47,0.42,1,9,3,
Cosy and modern in Latin Quarter,,Indre By,55.67994,12.56637,Entire home/apt,1800.0,3,40,0.35,1,0,14,
Only 2 stop with metro to centrum.,,Amager st,55.66354,12.60168,Entire home/apt,600.0,2,16,0.29,1,7,0,
"Charming, child-friendly villa 10 min from city!",,Vanlse,55.68929,12.47038,Entire home/apt,1100.0,12,4,0.04,1,253,1,
Lovely flat in trendy part of CPH,,Vesterbro-Kongens Enghave,55.67002,12.54683,Entire home/apt,850.0,3,66,0.59,3,4,3,
Privat Cosy room near Bella C./Airport/City Center,,Amager Vest,55.63335,12.58912,Private room,460.0,1,61,0.54,3,4,9,
Familyhouse close to CPH City,,Vesterbro-Kongens Enghave,55.6451,12.5317,Entire home/apt,900.0,5,22,0.2,1,48,3,
Cosy flat with sunny balcony,,Nrrebro,55.70344,12.54564,Entire home/apt,550.0,5,43,0.38,1,57,2,
Cute & Practical Studio Apartment,,Indre By,55.69384,12.58041,Entire home/apt,818.0,4,33,0.3,1,2,1,
Spacious & cool flat in Copenhagen,,sterbro,55.70277,12.58343,Entire home/apt,1807.0,3,65,0.58,1,51,7,
150 sqm2 family apartment w balcony,,sterbro,55.69821,12.57975,Entire home/apt,1100.0,4,14,0.13,1,39,0,
Cosy house in Copenhagen,,Bispebjerg,55.71296,12.51847,Entire home/apt,1050.0,3,3,0.03,1,0,0,
Charm and Light in the Hip Hood,,Vesterbro-Kongens Enghave,55.66414,12.54166,Entire home/apt,1000.0,3,52,0.55,1,202,7,
Cosy Townhouse in quiet neighbourho,,Vanlse,55.6938,12.52055,Entire home/apt,1000.0,10,10,0.1,1,276,0,
Rooftop terrace in hipster area,,Nrrebro,55.69062,12.56453,Private room,500.0,2,191,1.69,1,6,0,
Nice and cosy apartment,,Nrrebro,55.69276,12.5532,Entire home/apt,450.0,7,0,,1,46,0,
Spacious unique apartment in Valby,,Valby,55.66526,12.51397,Entire home/apt,650.0,7,11,0.13,1,0,0,
Familyfriendly and private Garden,,Amager st,55.65418,12.62548,Entire home/apt,1100.0,3,26,0.26,1,0,3,
Amazing apt with a rooftop garden,,Nrrebro,55.70007,12.54311,Entire home/apt,2060.0,4,47,0.42,1,260,3,
Own garden at inner Nørrebro,,Nrrebro,55.69487,12.55282,Entire home/apt,1050.0,7,32,0.29,1,258,0,
Cool & Nice Bright Flat in Nørrebro,,Nrrebro,55.69905,12.54387,Entire home/apt,712.0,4,60,0.54,1,255,1,
"Copenhagen, Frederiksberg, Forum",,Frederiksberg,55.68318,12.55363,Entire home/apt,900.0,5,33,0.29,1,60,4,
Stylish central with 3 bedrooms,,Frederiksberg,55.68468,12.55215,Entire home/apt,1300.0,4,25,0.25,1,247,2,
Nice flat in Islands Brygge,,Amager Vest,55.6643,12.57662,Entire home/apt,650.0,4,38,0.34,1,14,3,
Park your kayak here! Directly access to the water,,Vesterbro-Kongens Enghave,55.6462,12.55351,Entire home/apt,2550.0,6,6,0.06,1,364,0,
"Luxury large appartement, lakeview",,Vesterbro-Kongens Enghave,55.67239,12.55596,Entire home/apt,3500.0,5,3,0.03,2,268,1,
Central child-friendly townhouse,,Indre By,55.68626,12.61552,Entire home/apt,1600.0,3,45,0.45,1,89,7,
Houseboat - Fairytale in Copenhagen,,Amager Vest,55.64229,12.55285,Entire home/apt,1050.0,4,110,0.99,1,14,0,
Great location & cosy apartment,,Nrrebro,55.68928,12.55849,Entire home/apt,1500.0,2,14,0.13,1,268,0,
Large sunny apt with garden in city,,Amager Vest,55.65128,12.61196,Entire home/apt,1400.0,6,17,0.23,1,1,3,
Quiet place - close to city & beach,,Amager st,55.6459,12.61749,Entire home/apt,1034.0,5,14,0.14,1,172,1,
Apartment in Copenhagen,,Nrrebro,55.69887,12.54831,Entire home/apt,700.0,4,43,0.39,1,0,3,
Cosy spacious apartment - Great location!,,Valby,55.65833,12.51186,Entire home/apt,750.0,3,86,0.8,1,82,19,
"6 værelseslejlighed, 170 m2",,Frederiksberg,55.68464,12.51273,Entire home/apt,1200.0,3,33,0.34,1,306,2,
Spacious flat in Vesterbro,,Vesterbro-Kongens Enghave,55.67072,12.54586,Entire home/apt,1129.0,3,32,0.29,1,0,5,
Big and light 4 room w. balcony in Vesterbro,,Vesterbro-Kongens Enghave,55.66817,12.55321,Entire home/apt,1100.0,4,30,0.29,1,270,4,
family friendly apartment in vibrant Vesterbro,,Vesterbro-Kongens Enghave,55.66936,12.55997,Entire home/apt,700.0,4,11,0.1,1,0,1,
Light and comfortable 2 BR,,Vesterbro-Kongens Enghave,55.66882,12.5489,Entire home/apt,1000.0,3,2,0.02,1,62,0,
Lovely room next to Christiania,,Indre By,55.67598,12.59964,Private room,564.0,1,106,0.95,1,45,26,
Hus tæt på byen,,Bispebjerg,55.71353,12.51872,Entire home/apt,850.0,7,3,0.03,1,320,0,
Quiet central flat by sea and park,,Amager Vest,55.66236,12.57948,Entire home/apt,500.0,5,49,0.44,1,54,0,
Cosy and bright home in Copenhagen,,sterbro,55.70675,12.55821,Entire home/apt,720.0,2,34,0.4,1,0,9,
Unique and creative house close to center,,Amager Vest,55.64735,12.59233,Entire home/apt,1550.0,6,14,0.14,1,45,0,
Inner city apartment in quiet area,,Indre By,55.68694,12.58601,Entire home/apt,425.0,12,14,0.13,1,152,0,
"Penthouse, Copenhagen City (Islands Brygge)",,Amager Vest,55.667206,12.582374,Entire home/apt,1480.0,3,51,0.72,1,26,12,
Charming and very centrally located,,sterbro,55.70673,12.58039,Entire home/apt,800.0,2,52,0.54,1,74,6,
Copenhagen City LUX - SUPER HOST!,,Indre By,55.68561,12.58757,Entire home/apt,2700.0,4,21,0.25,1,23,0,
Roomy flat in nice neighborhood,,Frederiksberg,55.694588,12.528922,Entire home/apt,900.0,2,19,0.19,1,235,3,
Waterfront apartment | 125 m2,,Indre By,55.67636,12.58887,Entire home/apt,3929.0,1,37,0.41,1,0,24,
Central Copenhagen apartment,,Vesterbro-Kongens Enghave,55.6695,12.56413,Entire home/apt,1250.0,2,70,0.63,1,1,5,
Sunny apt in central Frederiksberg,,Frederiksberg,55.68081,12.54292,Entire home/apt,1000.0,2,36,0.35,1,0,0,
Cosy app. in the best area of Cph,,Indre By,55.68321,12.56612,Entire home/apt,1339.0,3,35,0.32,1,329,5,
Two-storey apartment - two balconys,,Nrrebro,55.68809,12.54471,Entire home/apt,1249.0,4,27,0.27,1,0,5,
Bright & large - in cool Vesterbro,,Vesterbro-Kongens Enghave,55.66982,12.55083,Entire home/apt,1129.0,5,82,0.81,1,2,6,
Newyorkerapartment 2 min from metro,,Amager Vest,55.66359,12.59963,Entire home/apt,900.0,1,16,0.2,1,175,2,
