name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
Cozy and charming home in the centre of Copenhagen,,Indre By,55.674833191456905,12.59078037050612,Entire home/apt,1500.0,3,2,0.87,1,0,2,
"Skøn villa fra 1925, tæt på KBH, med skøn have.",,Bispebjerg,55.7183597,12.5381566,Entire home/apt,1550.0,5,1,0.49,1,267,1,
Mysig lägenhet på Amagerbro m närhet till stranden,,Amager st,55.6656859874814,12.610251121222973,Entire home/apt,800.0,2,1,0.45,1,61,1,
Penthouse 1 bed apartment in Christianshavn,,Indre By,55.67236857252548,12.592207122416935,Entire home/apt,1097.0,5,3,1.88,1,0,3,
Stor lejlighed centralt i København,,Vesterbro-Kongens Enghave,55.66550708993535,12.55704342154542,Entire home/apt,959.0,2,9,3.86,1,16,9,
Newly renovated modern apartment in Vesterbro,,Vesterbro-Kongens Enghave,55.66901191808699,12.55019808135767,Entire home/apt,900.0,14,4,2.35,1,346,4,
Cozy Copenhagen Apartment,,Nrrebro,55.6921104,12.5585034,Entire home/apt,707.0,1,5,2.59,1,168,5,
Skøn lejlighed på Frederiksberg,,Frederiksberg,55.67159640000001,12.507982,Entire home/apt,830.0,6,2,0.86,1,82,2,
Lejlighed med altan og lille have med lejeplads,,Frederiksberg,55.68731769573127,12.504909373819828,Entire home/apt,1050.0,3,6,3.0,1,364,6,
Skøn familielejlighed i hjertet af Østerbro,,sterbro,55.70488950979956,12.577565589180224,Entire home/apt,1501.0,2,0,,1,161,0,
Stylish home in a lovely district and free parking,,Frederiksberg,55.67076702978146,12.534209489822388,Entire home/apt,980.0,3,1,1.0,2,10,1,
The Comfort Zone,,Nrrebro,55.6856002,12.5524331,Entire home/apt,1286.0,7,4,2.5,2,17,4,
Hyggelig 3. Værelses lejlighed med skøn terrasse,,Valby,55.67147,12.48539,Entire home/apt,1150.0,1,2,0.82,1,256,2,
Lovely apartment in a quiet oasis at Frederiksberg,,Frederiksberg,55.6829762909703,12.532410816333703,Entire home/apt,1400.0,2,1,0.79,1,0,1,
Hyggeligt hus med gratis parkering og trambolin,,Amager Vest,55.6472353,12.5966872,Entire home/apt,1000.0,5,2,0.95,1,80,2,
Wonderful oasis in Copenhagen,,Bispebjerg,55.70183950715947,12.531968504190443,Entire home/apt,1700.0,1,2,1.11,1,353,2,
"Lys, farvestrålende lejlighed i dejligt område",,Bispebjerg,55.70187869999999,12.5277086,Entire home/apt,676.0,4,4,2.31,1,296,4,
Beautiful central apartment,,Vesterbro-Kongens Enghave,55.67256445354756,12.564612118090144,Entire home/apt,1000.0,3,0,,1,29,0,
"Lejlighed København, Nørrebro",,Nrrebro,55.69597665122044,12.541079852875074,Entire home/apt,771.0,1,1,1.0,1,113,1,
Trendy apartment in the center of Copenhagen,,Indre By,55.683999503715526,12.566316427064924,Entire home/apt,1500.0,5,6,2.65,1,310,6,
"40 m2: Private livingroom, bedroom & balcony",,Nrrebro,55.68833991009528,12.541710220787367,Entire home/apt,750.0,5,4,1.74,1,123,4,
Stay in the heart of Copenhagen,,Indre By,55.68153299999999,12.580810499999984,Entire home/apt,1279.0,1,6,2.37,55,312,6,
Modern and bright city apartment in the beating heart of Copenhagen. All yours.,,Indre By,55.68153299999999,12.580810499999984,Entire home/apt,1321.0,1,6,2.69,55,203,6,
Dreamy apartment with terrace and views over the city rooftops. All yours.,,Indre By,55.6807566,12.577604800000016,Entire home/apt,1664.0,1,2,1.62,55,305,2,
Skøn lejlighed tæt på Amager strand,,Amager st,55.661580417470056,12.616514199540427,Entire home/apt,700.0,5,1,1.0,1,5,1,
Modern Nørrebro-apartment w. big balcony and grill,,Nrrebro,55.68569377477176,12.551768230688474,Entire home/apt,1000.0,1,4,1.69,1,92,4,
En skøn lille lejlighed i hjertet af Nørrebro,,Nrrebro,55.68707683274789,12.543300659944364,Entire home/apt,950.0,2,2,1.15,1,0,2,
Christianshavn - Maritime Neighbourhood - 4 People (1503-1),,Indre By,55.67215932909802,12.589052227223531,Entire home/apt,1606.0,1,0,,179,2,0,
"Bohemian vibing flat, unique balcony, best 'hood",,Amager Vest,55.66396034396933,12.579087438121729,Entire home/apt,699.0,6,1,1.0,1,281,1,
Central og hyggelig lejlighed i København,,Amager Vest,55.66439286076677,12.58388294726439,Entire home/apt,846.0,5,1,0.45,1,89,1,
Cozy penthouse - prime location in CPH.,,sterbro,55.71054641151565,12.596206404268742,Entire home/apt,2500.0,5,0,,1,358,0,
Skønt byhus lige ud til vandet,,Indre By,55.68538586950436,12.613136486452836,Entire home/apt,1850.0,4,2,1.07,1,148,2,
"Feel-like-home flat near nature, city and water",,Amager Vest,55.6537973,12.6021435,Entire home/apt,900.0,4,2,1.07,1,45,2,
Hel lejlighed med altan i Vanløse,,Vanlse,55.69167261640139,12.500469268496822,Entire home/apt,650.0,2,0,,1,52,0,
Skøn stuelejlighed i fredfyldte omgivelser.,,sterbro,55.7002443596592,12.587529793381693,Entire home/apt,750.0,4,6,3.53,1,0,6,
"Lovely, spacious flat in the heart of Vesterbro",,Vesterbro-Kongens Enghave,55.6718801168428,12.554077953100204,Entire home/apt,1729.0,2,10,4.35,1,5,10,
"Lækkert hus m have, tæt på centrum og bademulighed",,Amager Vest,55.6496339,12.5613184,Entire home/apt,1200.0,3,2,1.11,1,235,2,
Spacious & beautiful apartment - perfect location,,Amager Vest,55.66344618272842,12.578300185885045,Entire home/apt,1195.0,4,2,1.25,1,0,2,
Dejlig lille lejlighed i hjertet af Nørrebro,,Nrrebro,55.69490606429465,12.54685925852871,Entire home/apt,850.0,3,6,3.83,1,352,6,
Dejlig stor lys lejlighed tæt ved grønne områder.,,Amager st,55.66654797726528,12.59903562300954,Entire home/apt,1199.0,3,1,1.0,1,266,1,
Skøn lejlighed med altan og gårdhave,,Frederiksberg,55.69741634081391,12.53678640941632,Entire home/apt,1000.0,1,6,3.6,1,345,6,
Skøn central lejlighed tæt på Søerne og Metro.,,Nrrebro,55.68311980670211,12.557842783014308,Entire home/apt,1047.0,2,8,5.22,1,64,8,
Lovely 3-bedroom condo with BBQ grill and sea view,,sterbro,55.70628283800487,12.592087537050247,Entire home/apt,2200.0,2,3,2.14,1,1,3,
Apartment in Copenhagen's coolest neighborhood,,Bispebjerg,55.69937386274445,12.536622656657627,Private room,490.0,3,2,1.07,1,327,2,
Cozy 3 bedroom apartment with 2 balconies.,,Indre By,55.676228092644,12.599432046557617,Entire home/apt,1100.0,2,1,0.44,1,266,1,
Hyggelig lejlighed i hjertet af Vesterbro,,Vesterbro-Kongens Enghave,55.666673918177,12.550697139999068,Entire home/apt,1500.0,3,7,2.84,1,7,7,
Cozy apartment next to metro and the black square,,Nrrebro,55.7014051,12.5419511,Entire home/apt,890.0,3,2,0.86,1,0,2,
Spacious and soulful  apartment in lively area,,Nrrebro,55.69255121624765,12.555969123993272,Entire home/apt,880.0,1,3,1.58,1,31,3,
Private room/guest room in 130 m2 apartment,,Nrrebro,55.696094276395925,12.537182346699336,Private room,579.0,1,8,3.81,2,354,8,
"Amager 1BR w/ Courtyard & W/D, nr Strand",,Amager st,55.66562279999999,12.6281017,Entire home/apt,1152.0,30,1,0.86,16,241,1,
Lovely apartment in the heart of Copenhagen,,Indre By,55.68330441733568,12.57619173068846,Entire home/apt,1200.0,1,3,1.3,1,6,3,
Treværelses lejlighed med altan i København,,Nrrebro,55.7019834,12.5487667,Entire home/apt,1175.0,1,3,1.32,1,27,3,
Bright and cozy apartment in the ❤ of Copenhagen!,,Indre By,55.685339,12.584339,Entire home/apt,1500.0,3,3,1.53,1,9,3,
Lovely 1 bedroom apartment very close to Metro,,Nrrebro,55.70231424755554,12.547078597310938,Entire home/apt,788.0,1,9,5.4,1,31,9,
210m2 bright apartment in 3 floors close to center,,sterbro,55.70809608600208,12.559207354514054,Entire home/apt,2000.0,2,3,1.48,2,0,3,
Stor lejlighed på Frederiksberg C,,Frederiksberg,55.681597,12.5446751,Entire home/apt,1800.0,3,5,2.88,1,0,5,
Modern houseboat - In the quiet part of downtown,,Indre By,55.68032659252304,12.601359263062475,Entire home/apt,2014.0,1,6,6.0,1,308,6,
Skønt værelse i lejlighed med gårdhave,,sterbro,55.70669276074484,12.582779358533973,Private room,600.0,12,0,,2,53,0,
Hyggelig lejlighed centralt på Frederiksberg,,Frederiksberg,55.68032805743556,12.531744379122962,Entire home/apt,850.0,3,3,1.84,1,0,3,
Light and spacey apartment in Nørrebro area,,Bispebjerg,55.705305800051335,12.524242401123049,Entire home/apt,900.0,2,2,1.76,1,358,2,
Apartment in the heart of Copenhagen,,sterbro,55.70969,12.57078,Entire home/apt,1200.0,5,1,0.59,1,113,1,
Centralt beliggende lejlighed for to,,Nrrebro,55.69386859999999,12.5464802,Entire home/apt,800.0,3,6,3.27,1,0,6,
Skøn moderne 3 værelses lejlighed lige ved vandet,,Amager Vest,55.66296338036048,12.57155455648899,Entire home/apt,912.0,1,5,2.83,1,16,5,
Herskabslejlighed centralt på Frederiksberg C,,Frederiksberg,55.68084400645223,12.535007172223075,Entire home/apt,1500.0,2,0,,1,79,0,
Bo i hjertet af København,,Nrrebro,55.68558747027163,12.558044096211166,Private room,650.0,21,4,2.45,1,266,4,
Charming apartment with great location and balcony,,Amager Vest,55.66784642013971,12.579176388680937,Entire home/apt,1200.0,3,0,,1,14,0,
Lovely 2 bedroom apartment in the central of CPH,,sterbro,55.69319,12.56779,Entire home/apt,1250.0,14,0,,1,16,0,
Cosy home with balcony in central Frederiksberg,,Frederiksberg,55.68348468829469,12.533833388360613,Entire home/apt,800.0,2,2,1.33,1,15,2,
Beautiful appartment with attractive location,,sterbro,55.704813188602095,12.590911853412251,Entire home/apt,1350.0,7,0,,1,46,0,
Cozy room in Vestamager by the nature reserve,,Amager Vest,55.6200333,12.5735009,Private room,298.0,2,3,1.96,1,7,3,
Cozy 2-room apartment at Frederiksberg,,Frederiksberg,55.687148213679,12.533535785254186,Entire home/apt,750.0,4,3,1.91,1,2,3,
Godt placeret lejlighed med kort afstand til metro,,Amager st,55.65246,12.61831,Entire home/apt,874.0,3,1,0.83,1,9,1,
Authentic Copenhagen style 3 bedroom apartment,,Vesterbro-Kongens Enghave,55.67249899999999,12.548796,Entire home/apt,2500.0,5,1,1.0,1,85,1,
Dejlig lejlighed på Nørrebro i København,,Nrrebro,55.69777326628192,12.551643255605969,Entire home/apt,700.0,5,2,0.92,1,207,2,
Beautiful and bright apartment in Copenhagen,,Amager st,55.6517942,12.6199837,Entire home/apt,889.0,3,3,1.32,1,48,3,
"Cozy, central &  mellow flat, weekly discount",,Nrrebro,55.695409,12.555634,Entire home/apt,750.0,3,0,,1,78,0,
Skøn lejlighed med solrig altan,,sterbro,55.70858579999999,12.5952501,Entire home/apt,1743.0,2,9,3.8,1,52,9,
Stor lys lejlighed på Islands brygge,,Amager Vest,55.664978386637294,12.577820204133555,Entire home/apt,1136.0,2,5,2.38,1,0,5,
1-bedroom apartment with big living room,,sterbro,55.71167102798269,12.575486724744218,Entire home/apt,636.0,3,3,1.84,1,243,3,
Beach apartment - free private parking,,Amager Vest,55.65469780000001,12.5658586,Entire home/apt,2000.0,1,1,0.6,1,82,1,
Lovely 3 bedroom apartment @ center of Copenhagen,,Indre By,55.6851885,12.5645552,Entire home/apt,2000.0,6,0,,1,267,0,
Cosy bedroom in a private Bed & Breakfast,,Amager st,55.64639276266104,12.61438138782978,Private room,400.0,2,6,2.47,1,0,6,
Spacious flat in the heart of hip Nørrebro,,Nrrebro,55.68734141021709,12.555173193044451,Entire home/apt,1200.0,3,3,1.84,1,1,3,
neighbor to the queen and the little mermaid,,Indre By,55.687141,12.5955771,Entire home/apt,3000.0,1,0,,1,262,0,
"Small cute flat, 10min walk from the main station",,Vesterbro-Kongens Enghave,55.670919121864266,12.553521138632355,Entire home/apt,750.0,3,6,2.77,1,12,6,
Minimalistisk lejlighed centralt i København,,Vesterbro-Kongens Enghave,55.67162225396417,12.55912844320491,Entire home/apt,1200.0,2,1,0.7,1,280,1,
Lakeview apartment in the center of Copenhagen,,Indre By,55.6835223,12.562998,Entire home/apt,1900.0,5,2,0.94,1,71,2,
En lejlighed i København Max 4 mennesker Centrum,,Amager st,55.66415,12.60897,Entire home/apt,600.0,4,1,0.47,1,362,1,
Børnevenlig villa med pool,,Brnshj-Husum,55.70274974917045,12.48800240457058,Entire home/apt,2400.0,4,1,0.6,1,61,1,
Lovely apartment in the heart of Østerbro,,sterbro,55.69875475731115,12.586468644440174,Entire home/apt,1200.0,2,2,2.0,1,270,2,
Lovely apartment located in central Copenhagen.,,sterbro,55.70759172584344,12.570179018753285,Entire home/apt,1399.0,1,6,3.6,1,310,6,
"Skøn, central lejlighed med altan og gårdhave!",,Nrrebro,55.69098779999999,12.5554948,Entire home/apt,989.0,2,3,1.29,1,22,3,
Large bedroom located right on canals!min 3 nights,,Vesterbro-Kongens Enghave,55.651491475064695,12.554270903738791,Private room,420.0,4,0,,1,69,0,
"Lejlighed med altan i roligt, naturskønt område",,Vesterbro-Kongens Enghave,55.644829741287936,12.524913206761688,Entire home/apt,700.0,2,1,0.44,1,78,1,
Lovely bright apartment at Østerbro,,sterbro,55.7120861086333,12.560998134001377,Entire home/apt,1100.0,3,1,0.53,2,0,1,
Skøn lejlighed med egen have,,Vanlse,55.692593410688986,12.491009160876274,Entire home/apt,695.0,2,0,,1,0,0,
Lejlighed i København K,,Indre By,55.6865819,12.5898197,Entire home/apt,2400.0,1,4,1.58,2,349,4,
2 story appartment in the heart og Nørrebro,,Nrrebro,55.692975,12.5438177,Entire home/apt,1300.0,2,2,1.15,1,0,2,
2-room apartment close to the center of Copenhagen,,Nrrebro,55.69985,12.5479179,Entire home/apt,1050.0,4,2,0.92,1,272,2,
Bright room in the heart of Nørrebro,,Nrrebro,55.68982619410187,12.556092627346516,Private room,650.0,3,2,1.02,1,8,2,
"Skøn lejlighed, tæt på det hele",,sterbro,55.7073019,12.5861797,Entire home/apt,2000.0,6,0,,1,364,0,
Penthouselejlighed med privat tagterrasse,,Indre By,55.6850706,12.571117,Entire home/apt,3500.0,3,2,1.22,1,0,2,
"Large, charming apartment in hippest neighborhood",,Nrrebro,55.6902573211905,12.562868318715864,Entire home/apt,900.0,2,2,0.9,1,169,2,
"Stor nyrenoveret Nørrebro lejlighed, København",,Nrrebro,55.69824,12.55423,Entire home/apt,985.0,4,4,4.0,1,38,4,
Skøn lejlighed på Nørrebro i København,,Nrrebro,55.6997055657446,12.544691266809403,Entire home/apt,1200.0,4,0,,1,329,0,
Cozy apartment close to the beach and the metro,,Amager st,55.661778536960966,12.625070422030664,Entire home/apt,850.0,2,3,1.36,1,0,3,
Light and spacious flat in Nørrebro,,Nrrebro,55.6873914,12.5490864,Entire home/apt,1200.0,3,4,1.97,1,76,4,
1 bedroom apartment in the center Copenhagen,,Nrrebro,55.69207249999999,12.5586203,Entire home/apt,1300.0,4,1,1.0,1,285,1,
Cozy and authentic Nørrebro appartment,,Nrrebro,55.69673220131895,12.545126496997842,Entire home/apt,950.0,3,0,,1,328,0,
2 room apartment in a cozy neighborhood - Østerbro,,sterbro,55.71279263870383,12.57114259478232,Entire home/apt,900.0,5,0,,1,332,0,
Charming apartment in the heart of Vesterbro,,Vesterbro-Kongens Enghave,55.6652565,12.5409341,Entire home/apt,900.0,3,7,3.56,1,8,7,
Apartment for a couple in Copenhagen,,Bispebjerg,55.70187049649686,12.526613138616083,Entire home/apt,1000.0,4,2,1.02,1,9,2,
"Amager 1BR w/ Balcony & W/D, nr Strand",,Amager st,55.66315549999999,12.6238577,Entire home/apt,978.0,30,0,,16,291,0,
Beautiful apartment with good location,,Frederiksberg,55.68013389999999,12.5241502,Entire home/apt,1250.0,5,2,1.36,1,338,2,
Skøn lejlighed i København,,Nrrebro,55.69195420812689,12.543683051313147,Entire home/apt,740.0,2,2,0.91,1,3,2,
Charming apartment in the heart of Copenhagen,,Vesterbro-Kongens Enghave,55.67015154451504,12.561647018075224,Entire home/apt,850.0,6,8,3.38,1,261,8,
Hyggelig lejlighed i Valby med altan ud mod gården,,Valby,55.6565654,12.5200681,Entire home/apt,700.0,5,1,0.6,1,176,1,
Skøn lejlighed i Frederiksberg,,Frederiksberg,55.68495189198812,12.517418862632784,Entire home/apt,795.0,1,3,2.05,1,50,3,
Skøn lejlighed med en fælles gård.,,Nrrebro,55.70417939010057,12.55192358833505,Entire home/apt,800.0,1,3,1.32,1,0,3,
Ren og rummelig bolig. Gratis udendørs parkering,,Valby,55.66878000000001,12.493092,Entire home/apt,699.0,1,9,4.5,1,76,9,
Beautiful apartment with a big balcony,,sterbro,55.70641815977277,12.58464236727287,Entire home/apt,1900.0,1,0,,1,86,0,
Skøn lejlighed på Frederiksberg,,Frederiksberg,55.6744905,12.5546629,Entire home/apt,1600.0,1,0,,1,266,0,
Hyggelig lejlighed med gårdhave i hjertet af CPH,,sterbro,55.70953078126659,12.566762629067924,Entire home/apt,854.0,3,3,2.2,1,21,3,
Hyggeligste byhus.,,Amager Vest,55.6460620080002,12.594780107871706,Entire home/apt,1000.0,5,1,0.53,1,23,1,
Spacious room in Copenhagen,,Valby,55.66325,12.5089953,Private room,350.0,2,10,4.11,1,281,10,
"Nice apartment, 3 minutes from the metro",,Nrrebro,55.70407330087374,12.551405013026312,Entire home/apt,1250.0,3,3,1.34,1,266,3,
Lys lejlighed tæt på centrum og strand,,Amager st,55.66566599999999,12.616758,Entire home/apt,1004.0,20,0,,1,98,0,
Sunny flat in the heart of Vesterbro!,,Vesterbro-Kongens Enghave,55.67142649905511,12.559405629892284,Entire home/apt,1300.0,1,6,3.16,2,266,6,
"Frederiksberg, great location",,Frederiksberg,55.68143186875434,12.537640039899756,Entire home/apt,744.0,2,3,2.05,1,293,3,
Cozy one bedroom apartment in Copenhagen,,Vesterbro-Kongens Enghave,55.6491494,12.535804,Entire home/apt,600.0,4,2,1.05,1,8,2,
Spacious apartment in charming neighborhood,,sterbro,55.71012402674628,12.55854190853707,Entire home/apt,1093.0,4,1,0.67,1,0,1,
Lys lejlighed med altan tæt på Københavns centrum,,Amager Vest,55.6670037,12.5953947,Entire home/apt,1489.0,3,5,2.5,1,15,5,
Vores hjem på Amager,,Amager st,55.6422369,12.6250861,Entire home/apt,1500.0,5,2,1.05,1,7,2,
Cozy apartment close to everything,,Bispebjerg,55.70621709796573,12.535787969827652,Entire home/apt,943.0,1,7,3.04,1,57,7,
Villa located in authentic and local part of CPH,,Brnshj-Husum,55.71507067982997,12.509342761111176,Entire home/apt,1400.0,5,1,0.59,2,29,1,
Unik lejlighed med stor altan ved søerne,,sterbro,55.69867726346145,12.58320280342056,Entire home/apt,1570.0,2,1,0.71,1,271,1,
Fantastic front row apartment with beautiful view,,Vesterbro-Kongens Enghave,55.649293821003646,12.553789528893022,Entire home/apt,900.0,3,3,3.0,1,0,3,
Lovely apartment in the central Nørrebro,,Nrrebro,55.6919833,12.5565458,Entire home/apt,1095.0,3,6,3.75,1,79,6,
Hel lejlighed i roligt kvarter tæt på transport,,Vanlse,55.6772339223862,12.48428055461954,Entire home/apt,1000.0,3,0,,1,49,0,
Cozy apartment with lovely garden,,Vesterbro-Kongens Enghave,55.65044188344479,12.529494501650332,Entire home/apt,599.0,1,5,3.0,1,120,5,
Cozy apartment in Frederiksberg,,Frederiksberg,55.68289718936016,12.519308989792677,Entire home/apt,1200.0,3,6,3.75,1,357,6,
Stilren lejlighed i nybygget havnekvarter.,,Vesterbro-Kongens Enghave,55.64917559780399,12.554083009988451,Entire home/apt,1500.0,5,1,0.71,1,0,1,
Lovely 2-bedroom apartment in Copenhagen,,Bispebjerg,55.69738070697041,12.529478408396244,Entire home/apt,600.0,2,5,2.27,1,8,5,
Cozy 2-room appartement in lovely Copenhagen,,Amager Vest,55.61757292118706,12.572921812534332,Entire home/apt,813.0,1,3,1.58,1,283,3,
Little quirky apartment in Copenhagen,,Nrrebro,55.69869428521528,12.551052501631814,Entire home/apt,579.0,3,0,,1,11,0,
Vidunderlig villa i roligt kvarter tæt på centrum,,Brnshj-Husum,55.70760176010094,12.482540756464005,Entire home/apt,670.0,2,2,0.92,1,15,2,
Stor 2V lige ved stranden,,sterbro,55.72032775697331,12.576099694849663,Entire home/apt,631.0,6,2,1.13,1,76,2,
"Perfect penthouse - quiet, cozy and spacious",,sterbro,55.70240164922585,12.580574219559118,Entire home/apt,849.0,3,5,2.68,1,0,5,
Stor Skøn lejlighed midt i København,,Nrrebro,55.69193082295056,12.566551027200966,Entire home/apt,1500.0,3,2,0.97,1,85,2,
Penthouse overlooking the towers of Copenhagen,,Amager st,55.66508344543603,12.613013089118136,Entire home/apt,1190.0,3,2,0.98,1,4,2,
Central & cozy - trendy Vesterbro!!,,Vesterbro-Kongens Enghave,55.66953575614651,12.553268336797426,Entire home/apt,666.0,5,7,3.28,1,30,7,
